name,url,score
California Pizza Kitchen,https://maps.app.goo.gl/Rvov6ZvDfoX2MCC98,85.0
Extreme Pizza,https://maps.app.goo.gl/1uZxG2mZshD9Pp9A6,83.0
"We, The Pizza",https://maps.app.goo.gl/5GyfTt45vcy9zAG47,0.0
My Own Pizza,https://maps.app.goo.gl/p7hwChtur7r3JpMf8,115.99999999999999
Pizza Pie Me,https://maps.app.goo.gl/ZQMPqGXedazt7Beg6,56.99999999999999
Ledo Pizza,https://maps.app.goo.gl/VUBxE3azpT8uRJCx9,333.0
"We, The Pizza (2)",https://maps.app.goo.gl/k2g41Dqejiw1ZtWy8,135.0
&Pizza (2),https://maps.app.goo.gl/PvT4tKeV5xWPgcAp6,124.0
Marios Pizza House,https://maps.app.goo.gl/VPTjmFT6fdgg5SZL9,0.0
Stone Hot Pizza,https://maps.app.goo.gl/Spc4JqzqMCD3TBVq5,12.0
Fire Works Pizza,https://maps.app.goo.gl/THnC7idAdzBh5r3m8,196.0
Pizza Hut,https://maps.app.goo.gl/PAytC1sPyamTMjq37,162.0
Pizza Hut,https://maps.app.goo.gl/cXyTAAhtHRWsXrLJ8,333.0
Pizza Hut,https://maps.app.goo.gl/hfsWC6ozC2Y8q5zc9,213.0
Pizza Hut,https://maps.app.goo.gl/qoFiL4i3LZYWEQbA8,120.0
Pizza Hut,https://maps.app.goo.gl/kF4SNqzk64xqZ4DG7,0.0
Pizza Hut,https://maps.app.goo.gl/obkDW7ZaCom3W6fr7,115.99999999999999
Pizza Hut,https://maps.app.goo.gl/dB5YiybjVpTDLD3k7,0.0
Little Ceasars,https://maps.app.goo.gl/hctAHV5UHhi6cbu26,144.0
Dominos,https://maps.app.goo.gl/bzvW89Nu3DkVtHPk8,128.0
Dominos,https://maps.app.goo.gl/2hcgnKJJxSQWvzsd6,370.0
Dominos,https://maps.app.goo.gl/2yVhqxxiEP3wfxiF9,172.0
Dominos,https://maps.app.goo.gl/aXnyytcWFYimhTZh7,30.0
Dominos,https://maps.app.goo.gl/m54BsuLK3u9oXAYu6,16.0
Dominos,https://maps.app.goo.gl/DCgbMvt61PamDVyz5,40.0
Dominos,https://maps.app.goo.gl/9eZappuaYoMcNU8n6,96.0
Dominos,https://maps.app.goo.gl/f2a9chVoEHiMKuPv6,182.0
Dominos,https://maps.app.goo.gl/hvksAvtiKUFTZ6G69,0.0
Papa Johns,https://maps.app.goo.gl/emm3iY2pZ8NA2W7X7,252.0
Papa Johns,https://maps.app.goo.gl/kyND7fmTjXdBSSAx8,35.0
Papa Johns,https://maps.app.goo.gl/o83bP4dv2aR6dzAa9,313.0
Papa Johns,https://maps.app.goo.gl/UgAYPFe7TsjV9yTD9,41.0
Papa Johns,https://maps.app.goo.gl/xdPiYCiTpU2iSoq88,35.0
Papa Johns,https://maps.app.goo.gl/GJA8HgBgUPCvNbQM9,983.0
Papa Johns,https://maps.app.goo.gl/EAcpbLR6FnkxEhfm9,8.0
Papa Johns,https://maps.app.goo.gl/ZpLB6J6aJfwPuEeh8,3.0
Papa Johns,https://maps.app.goo.gl/9R944uNw5hSqrUct7,105.0
Papa Johns,https://maps.app.goo.gl/pHE5xFZF4J16Jho19,0.0
Papa Johns,https://maps.app.goo.gl/o9YiDn8dFEFE2nsw5,100.0
Papa Johns,https://maps.app.goo.gl/MPZN88yahVMWQcEaA,97.0
Papa Johns,https://maps.app.goo.gl/gMyCwZw4VKq3sAMSA,59.0
Papa Johns,https://maps.app.goo.gl/1vSEEZYJxDjHDKsDA,140.0
